index,date,rawContent,retweetCount,likeCount,quoteCount,mentionedUsers,hashtags,links,media,inReplyToTweetId,inReplyToUser,retweetedTweet,account,lang,cleanedContent,num_links_TextLink,num_media_Video,num_media_Photo,num_media_Gif,part_of_convo,content_length,word_count,sentiment_score
1715,2015-08-26 06:37:50,Workers' Party 2015 Campaign Theme - Empower Your Future.,14,6,0,,,,,,,,wp,en,Workers' Party 2015 Campaign Theme - Empower Your Future.,0,0,0,0,False,0.40714285714285714,9,0.4019
1716,2015-08-26 06:21:18,We'll be announcing a few of our new candidates soon. http://t.co/inJNYkNQ0x,3,7,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/CNUHfDSVAAAfNVs?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CNUHfDSVAAAfNVs?format=jpg&name=orig', altText=None)]",,,,wp,en,We'll be announcing a few of our new candidates soon. ,0,0,1,0,False,0.5428571428571428,11,0.0
1717,2015-08-17 10:52:22,"AHPETC able to fulfil Sinking Fund obligations with grants.

Full statement here http://t.co/xzrtEc4ReY

#AHPETC http://t.co/XJauk200i8",6,8,0,,ahpetc,"[TextLink(text='ahpetc.sg/media-release-…', url='http://www.ahpetc.sg/media-release-17-aug-2015/', tcourl='http://t.co/xzrtEc4ReY', indices=(81, 103))]","[Photo(previewUrl='https://pbs.twimg.com/media/CMmvNS8UAAAX-DL?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CMmvNS8UAAAX-DL?format=jpg&name=orig', altText=None)]",,,,wp,en,AHPETC able to fulfil Sinking Fund obligations with grants.Full statement here  ,1,0,1,0,False,0.9357142857142857,13,0.0
1718,2015-08-16 12:50:19,Thank you for the warm welcome at Nee Soon GRC this morning. We will be back! #wpsg #wphammer http://t.co/FfkmHGnPhH,7,6,0,,wpsg wphammer,,"[Photo(previewUrl='https://pbs.twimg.com/media/CMiAnSUUEAAhAHU?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CMiAnSUUEAAhAHU?format=jpg&name=orig', altText=None)]",,,,wp,en,Thank you for the warm welcome at Nee Soon GRC this morning. We will be back!   ,0,0,1,0,False,0.8285714285714286,19,0.7712
1719,2015-08-16 04:24:53,Mr Low Thia Khiang shares his thoughts on Minister Lui Tuck Yew's departure from politics. #wpsg http://t.co/TapmUIyXnW,6,8,0,,wpsg,,"[Photo(previewUrl='https://pbs.twimg.com/media/CMgM7QYUsAEVDLX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CMgM7QYUsAEVDLX?format=jpg&name=orig', altText=None)]",,,,wp,en,Mr Low Thia Khiang shares his thoughts on Minister Lui Tuck Yew's departure from politics.  ,0,0,1,0,False,0.85,17,0.0258
1720,2015-08-16 03:17:21,Sylvia Lim addressed media speculations at Chong Pang Market this morning. #wpsg http://t.co/I8yHpaUSZD,13,6,0,,wpsg,,"[Photo(previewUrl='https://pbs.twimg.com/media/CMf9duAUsAAcazQ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CMf9duAUsAAcazQ?format=jpg&name=orig', altText=None)]",,,,wp,en,Sylvia Lim addressed media speculations at Chong Pang Market this morning.  ,0,0,1,0,False,0.7357142857142858,13,0.0
1721,2015-08-10 05:33:09,Statement from Sylvia Lim: http://t.co/axqAKOOiGw,11,7,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/CMBjAw_UcAEjrWS?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CMBjAw_UcAEjrWS?format=jpg&name=orig', altText=None)]",,,,wp,en,Statement from Sylvia Lim: ,0,0,1,0,False,0.35,5,0.0
1722,2015-08-09 10:01:47,"Happy Golden Jubilee Singapore, from us at NDP 2015 at the Padang! #SG50 http://t.co/dVxgQ70cc9",10,20,0,,sg50,,"[Photo(previewUrl='https://pbs.twimg.com/media/CL9W6EAUkAAaNYi?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CL9W6EAUkAAaNYi?format=jpg&name=orig', altText=None)]",,,,wp,en,"Happy Golden Jubilee Singapore, from us at NDP 2015 at the Padang!  ",0,0,1,0,False,0.6785714285714286,14,0.6114
1723,2015-08-09 04:12:03,The Workers' Party wishes All Singaporeans a Happy National Day! #SG50 http://t.co/NhHoB1uSZv,10,14,0,,sg50,,"[Photo(previewUrl='https://pbs.twimg.com/media/CL8G3F5VEAAIpMQ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CL8G3F5VEAAIpMQ?format=jpg&name=orig', altText=None)]",,,,wp,en,The Workers' Party wishes All Singaporeans a Happy National Day!  ,0,0,1,0,False,0.6642857142857143,12,0.807
1724,2015-08-07 03:26:04,Sylvia Lim addressing the media this morning at MacPherson SMC. #wpsg http://t.co/cZhIEOb8cA,7,3,0,,wpsg,,"[Photo(previewUrl='https://pbs.twimg.com/media/CLxpKBiVEAEqZaC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CLxpKBiVEAEqZaC?format=jpg&name=orig', altText=None)]",,,,wp,en,Sylvia Lim addressing the media this morning at MacPherson SMC.  ,0,0,1,0,False,0.6571428571428571,12,0.0
1725,2015-08-05 03:03:00,Interested in volunteering for WP for the GE? Fill up the form at http://t.co/sjaNDQVHVv and we'll get in touch! http://t.co/wopnUAHtG6,8,7,0,,,"[TextLink(text='bit.ly/volunteer4wp', url='http://bit.ly/volunteer4wp', tcourl='http://t.co/sjaNDQVHVv', indices=(66, 88))]","[Photo(previewUrl='https://pbs.twimg.com/media/CLnQsckUMAAaHjT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CLnQsckUMAAaHjT?format=jpg&name=orig', altText=None)]",,,,wp,en,Interested in volunteering for WP for the GE? Fill up the form at  and we'll get in touch! ,1,0,1,0,False,0.9642857142857143,20,0.6932
1726,2015-08-02 13:29:37,"Sylvia Lim, on the issue of three-cornered fights. #wpsg http://t.co/Qofo3ZbjnW",5,2,0,,wpsg,,"[Photo(previewUrl='https://pbs.twimg.com/media/CLaDVi5UkAEFjr4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CLaDVi5UkAEFjr4?format=jpg&name=orig', altText=None)]",,,,wp,en,"Sylvia Lim, on the issue of three-cornered fights.  ",0,0,1,0,False,0.5642857142857143,10,-0.4019
1727,2015-08-02 07:21:29,"Sylvia Lim, on the issue of three-cornered fights. #wpsg http://t.co/8uaWIJFKFd",3,3,0,,wpsg,,"[Photo(previewUrl='https://pbs.twimg.com/media/CLYvFqlUsAAlatX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CLYvFqlUsAAlatX?format=jpg&name=orig', altText=None)]",,,,wp,en,"Sylvia Lim, on the issue of three-cornered fights.  ",0,0,1,0,False,0.5642857142857143,10,-0.4019
1728,2015-07-26 08:58:06,"Chairman Sylvia Lim announces WP's interest in contesting 5 GRCs and 5 SMCs. #wpsg 

http://t.co/glUOUJxExg",15,2,0,,wpsg,"[TextLink(text='channelnewsasia.com/mobile/singapo…', url='http://www.channelnewsasia.com/mobile/singapore/workers-party-will/2008770.html?cid=fbsg', tcourl='http://t.co/glUOUJxExg', indices=(85, 107))]",,,,,wp,en,Chairman Sylvia Lim announces WP's interest in contesting 5 GRCs and 5 SMCs.  ,1,0,0,0,False,0.75,15,0.4588
1729,2015-07-26 02:48:41,Workers' Party Secretary General addresses the media. #wpsg http://t.co/uVkLA8mypQ,10,4,0,,wpsg,,"[Photo(previewUrl='https://pbs.twimg.com/media/CKzthd7UEAASHIj?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CKzthd7UEAASHIj?format=jpg&name=orig', altText=None)]",,,,wp,en,Workers' Party Secretary General addresses the media.  ,0,0,1,0,False,0.5857142857142857,9,0.4019
1730,2015-07-26 02:47:14,Good morning residents of Punggol East. Swing by to grab your copy of the Hammer Newspaper if you're in the area! http://t.co/K87UzyAvZa,6,4,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/CKztLv6UsAAvsxz?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CKztLv6UsAAvsxz?format=jpg&name=orig', altText=None)]",,,,wp,en,Good morning residents of Punggol East. Swing by to grab your copy of the Hammer Newspaper if you're in the area! ,0,0,1,0,False,0.9714285714285714,22,0.4926
1731,2015-07-26 01:01:39,Good morning residents of Punggol East. Swing by to grab your copy of the Hammer Newspaper if you're in the area! http://t.co/O2UQCn0iqJ,4,2,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/CKzU_0VUAAAmfyr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CKzU_0VUAAAmfyr?format=jpg&name=orig', altText=None)]",,,,wp,en,Good morning residents of Punggol East. Swing by to grab your copy of the Hammer Newspaper if you're in the area! ,0,0,1,0,False,0.9714285714285714,22,0.4926
1732,2015-07-17 04:45:04,MPs of Aljunied GRC greeting residents after the Eid prayer at Masjid Al-Istiqamah at Serangoon North. http://t.co/sRmaYcY60W,2,5,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/CKFx2oiUYAAI8zv?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CKFx2oiUYAAI8zv?format=jpg&name=orig', altText=None)]",,,,wp,en,MPs of Aljunied GRC greeting residents after the Eid prayer at Masjid Al-Istiqamah at Serangoon North. ,0,0,1,0,False,0.8928571428571429,17,0.3818
1733,2015-07-12 07:40:26,Good morning Serangoon! Enjoy your copy of the Hammer Newspaper and have a lovely weekend! #wpsg #wphammer http://t.co/SduITwgnrY,6,7,0,,wpsg wphammer,,"[Photo(previewUrl='https://pbs.twimg.com/media/CJspzZlUYAEgLCD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CJspzZlUYAEgLCD?format=jpg&name=orig', altText=None)]",,,,wp,en,Good morning Serangoon! Enjoy your copy of the Hammer Newspaper and have a lovely weekend!   ,0,0,1,0,False,0.9214285714285714,18,0.8881
1734,2015-07-09 03:15:11,"We call on the authorities to enforce a more rigorous maintenance regime on the rail network... 

http://t.co/lyLQGPSAGd",4,1,0,,,"[TextLink(text='wp.sg/2015/07/wp-sta…', url='http://wp.sg/2015/07/wp-statement-on-nsewl-mrt-breakdown/', tcourl='http://t.co/lyLQGPSAGd', indices=(98, 120))]",,,,,wp,en,We call on the authorities to enforce a more rigorous maintenance regime on the rail network... ,1,0,0,0,False,0.8428571428571429,17,-0.3384
1735,2015-07-09 03:08:25,Good to see residents of Kaki Bukit (Aljunied GRC) this morn. Enjoy yr copy of the Hammer Newspaper! #wpsg #wphammer http://t.co/QRDKKNwD0e,2,4,0,,wpsg wphammer,,"[Photo(previewUrl='https://pbs.twimg.com/media/CJcO_9AVAAA-3h-?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CJcO_9AVAAA-3h-?format=jpg&name=orig', altText=None)]",,,,wp,en,Good to see residents of Kaki Bukit (Aljunied GRC) this morn. Enjoy yr copy of the Hammer Newspaper!   ,0,0,1,0,False,0.9928571428571429,21,0.75
1736,2015-07-04 06:52:36,"We are saddened by the sudden loss of Mr Danny Loh, and extend our deepest condolences to his family and friends.

http://t.co/xjpv79EbjP",0,3,0,,,"[TextLink(text='ahpetc.sg/media-release-…', url='http://www.ahpetc.sg/media-release-04-july-2015/', tcourl='http://t.co/xjpv79EbjP', indices=(115, 137))]",,,,,wp,en,"We are saddened by the sudden loss of Mr Danny Loh, and extend our deepest condolences to his family and friends.",1,0,0,0,False,0.9642857142857143,21,-0.2263
1737,2015-07-02 12:07:27,"AHPETC responds to MND's comments on its FY 2013/14 Audited Accounts.

http://t.co/TPALK2wN5K",2,1,0,,,"[TextLink(text='ahpetc.sg/media-release-…', url='http://www.ahpetc.sg/media-release-02-july-2015/', tcourl='http://t.co/TPALK2wN5K', indices=(71, 93))]",,,,,wp,en,AHPETC responds to MND's comments on its FY 2013/14 Audited Accounts.,1,0,0,0,False,0.65,11,0.0
1738,2015-06-28 06:19:06,It's a beautiful day for the Hammer. Have you gotten your copy yet? #wpsg #wphammer #moulmeinkallanggrc http://t.co/A7BwIz9J2h,4,2,0,,wpsg wphammer moulmeinkallanggrc,,"[Photo(previewUrl='https://pbs.twimg.com/media/CIkRJ0KVAAArzq3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CIkRJ0KVAAArzq3?format=jpg&name=orig', altText=None)]",,,,wp,en,It's a beautiful day for the Hammer. Have you gotten your copy yet?    ,0,0,1,0,False,0.9,17,0.5994
1739,2015-06-11 12:40:25,"For the full article, go to 
http://t.co/uv106igDZG #AHPETC #wpsg http://t.co/BqJlgDaVNK",6,2,0,,ahpetc wpsg,"[TextLink(text='ahpetc.sg/sylvia-lims-op…', url='http://www.ahpetc.sg/sylvia-lims-open-letter-to-residents/', tcourl='http://t.co/uv106igDZG', indices=(29, 51))]","[Photo(previewUrl='https://pbs.twimg.com/media/CHOFatpUIAAme-r?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CHOFatpUIAAme-r?format=jpg&name=orig', altText=None)]",,,,wp,en,"For the full article, go to    ",1,0,1,0,False,0.6214285714285714,10,0.0
1740,2015-06-05 13:17:08,"AHPETC responds to Minister Lawrence Wong's Opinion Piece. #wpsg

http://t.co/lLjiyHJXzc",5,0,0,,wpsg,"[TextLink(text='ahpetc.sg/response-to-mi…', url='http://www.ahpetc.sg/response-to-minister-lawrence-wongs-opinion-piece/', tcourl='http://t.co/lLjiyHJXzc', indices=(66, 88))]",,,,,wp,en,AHPETC responds to Minister Lawrence Wong's Opinion Piece. ,1,0,0,0,False,0.6142857142857143,9,0.0
1741,2015-06-05 10:38:21,"Gross misrepresentation and wrong of MND to say AHPETC wants gov grants “without conditions and accountability”.
http://t.co/agok4pJMrr",4,2,0,,,"[TextLink(text='ahpetc.sg/media-release-…', url='http://www.ahpetc.sg/media-release-05-june-2015/', tcourl='http://t.co/agok4pJMrr', indices=(113, 135))]",,,,,wp,en,Gross misrepresentation and wrong of MND to say AHPETC wants gov grants “without conditions and accountability”.,1,0,0,0,False,0.9571428571428572,16,-0.8074
1742,2015-05-27 14:26:26,Remarks by AHPETC chairman Sylvia Lim. #wpsg http://t.co/aHkr5btKGd,4,3,0,,wpsg,,"[Photo(previewUrl='https://pbs.twimg.com/media/CGBN1OnUsAATSCJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CGBN1OnUsAATSCJ?format=jpg&name=orig', altText=None)]",,,,wp,en,Remarks by AHPETC chairman Sylvia Lim.  ,0,0,1,0,False,0.4785714285714286,8,0.0
1743,2015-05-02 07:19:23,.@wpyw kicks off YouthQuake Plus w the topic 'A recognised degree is still relevant in Singapore's changing economy'.  Follow for updates!,4,5,0,"[User(username='wpyw', id=14526046, displayname='WP Youth Wing', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,,,wp,en,.@wpyw kicks off YouthQuake Plus w the topic 'A recognised degree is still relevant in Singapore's changing economy'.  Follow for updates!,0,0,0,0,False,0.9857142857142858,22,0.0
1744,2015-05-02 05:51:18,"""AHPETC’s MPs are mindful of our duty to be accountable to residents who have put us in office to serve."" -Sylvia Lim
http://t.co/4UUFOQwkNf",3,3,0,,,"[TextLink(text='ahpetc.sg/announcement_0…', url='http://www.ahpetc.sg/announcement_02-may-2015/', tcourl='http://t.co/4UUFOQwkNf', indices=(118, 140))]",,,,,wp,en,"""AHPETC’s MPs are mindful of our duty to be accountable to residents who have put us in office to serve."" -Sylvia Lim",1,0,0,0,False,0.9928571428571429,22,0.0
1745,2015-05-01 06:56:17,http://t.co/evkkqemJwO,2,7,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/CD5tU9KUkAAEms0?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CD5tU9KUkAAEms0?format=jpg&name=orig', altText=None)]",,,,wp,en,,0,0,1,0,False,0.15714285714285714,1,0.0
1746,2015-04-26 08:10:03,Spent Sunday morning w residents of Bishan-Toa Payoh GRC. Enjoy the rest of your wkend (and our Hammer newspaper)! http://t.co/8QjKVUWF2r,6,7,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/CDgOZVNUIAEA4Ur?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CDgOZVNUIAEA4Ur?format=jpg&name=orig', altText=None)]",,,,wp,en,Spent Sunday morning w residents of Bishan-Toa Payoh GRC. Enjoy the rest of your wkend (and our Hammer newspaper)! ,0,0,1,0,False,0.9785714285714285,20,0.5411
1747,2015-04-12 10:59:12,"Sunny Sunday morning at Nee Soon GRC, with the Hammer newspaper for company. #wpsg #wphammer http://t.co/cOpcxLmDfE",2,6,0,,wpsg wphammer,,"[Photo(previewUrl='https://pbs.twimg.com/media/CCYu046UAAAdfZL?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CCYu046UAAAdfZL?format=jpg&name=orig', altText=None)]",,,,wp,en,"Sunny Sunday morning at Nee Soon GRC, with the Hammer newspaper for company.   ",0,0,1,0,False,0.8214285714285714,16,0.4215
1748,2015-04-05 08:12:18,Hammer Outreach at Pasir Ris-Punggol and Aljunied GRC this Easter Sunday. Hope everyone enjoyed the long weekend! http://t.co/bkwPWJF81b,4,8,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/CB0FhXNUoAAk1J5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/CB0FhXNUoAAk1J5?format=jpg&name=orig', altText=None)]",,,,wp,en,Hammer Outreach at Pasir Ris-Punggol and Aljunied GRC this Easter Sunday. Hope everyone enjoyed the long weekend! ,0,0,1,0,False,0.9714285714285714,18,0.8221
1749,2015-03-08 06:29:40,"Hammer Outreach at Moulmein-Kallang, thanks for your support! #wpsg #wphammer http://t.co/g0SZnmhf6d",6,7,0,,wpsg wphammer,,"[Photo(previewUrl='https://pbs.twimg.com/media/B_jhhFBUIAAZBGc?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/B_jhhFBUIAAZBGc?format=jpg&name=orig', altText=None)]",,,,wp,en,"Hammer Outreach at Moulmein-Kallang, thanks for your support!   ",0,0,1,0,False,0.7142857142857143,11,0.7901
1750,2015-03-05 13:59:53,"Low Thia Khiang on #budgetdebate2015. For the full speech, go to http://t.co/Tn5fKt5VS8 #wpsg http://t.co/GLRJrSFyby",5,3,0,,budgetdebate2015 wpsg,"[TextLink(text='wp.sg/2015/03/budget…', url='http://wp.sg/2015/03/budget-2015-speech-mp-low-thia-khiang/', tcourl='http://t.co/Tn5fKt5VS8', indices=(65, 87))]","[Photo(previewUrl='https://pbs.twimg.com/media/B_VrzHCUIAAhKcV?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/B_VrzHCUIAAhKcV?format=jpg&name=orig', altText=None)]",,,,wp,en,"Low Thia Khiang on  For the full speech, go to   ",1,0,1,0,False,0.8285714285714286,14,-0.2732
1751,2015-03-05 11:04:30,"@78leelilian on #budgetdebate2015. For the full speech, go to http://t.co/5SzcgPDGx5 #wpsg http://t.co/GUgCtwqjq6",2,4,0,"[User(username='78leelilian', id=17269525, displayname='Lee Li Lian 李丽连', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",budgetdebate2015 wpsg,"[TextLink(text='wp.sg/2015/03/budget…', url='http://wp.sg/2015/03/budget-2015-speech-mp-lee-li-lian/', tcourl='http://t.co/5SzcgPDGx5', indices=(62, 84))]","[Photo(previewUrl='https://pbs.twimg.com/media/B_VDp8eUwAE6MPm?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/B_VDp8eUwAE6MPm?format=jpg&name=orig', altText=None)]",,,,wp,en,"@78leelilian on  For the full speech, go to   ",1,0,1,0,False,0.8071428571428572,12,0.0
1752,2015-03-05 03:06:34,"Png Eng Huat on #budgetdebate2015. For the full speech, go to http://t.co/2hI0YfW7Pj #wpsg http://t.co/iutU6tMD3s",6,2,0,,budgetdebate2015 wpsg,"[TextLink(text='wp.sg/2015/03/budget…', url='http://wp.sg/2015/03/budget-2015-speech-mp-png-eng-huat/', tcourl='http://t.co/2hI0YfW7Pj', indices=(62, 84))]","[Photo(previewUrl='https://pbs.twimg.com/media/B_TWRJkU0AI5wDR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/B_TWRJkU0AI5wDR?format=jpg&name=orig', altText=None)]",,,,wp,en,"Png Eng Huat on  For the full speech, go to   ",1,0,1,0,False,0.8071428571428572,14,0.0
1753,2015-03-05 01:35:15,"Yee Jenn Jong on #budgetdebate2015. For the full speech, go to http://t.co/eyLEJExReF http://t.co/TxGBbhnn7a",4,2,0,,budgetdebate2015,"[TextLink(text='wp.sg/2015/03/budget…', url='http://wp.sg/2015/03/budget-2015-speech-ncmp-yee-jenn-jong/', tcourl='http://t.co/eyLEJExReF', indices=(63, 85))]","[Photo(previewUrl='https://pbs.twimg.com/media/B_TBXadUQAAeHsA?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/B_TBXadUQAAeHsA?format=jpg&name=orig', altText=None)]",,,,wp,en,"Yee Jenn Jong on  For the full speech, go to  ",1,0,1,0,False,0.7714285714285715,13,0.0
1754,2015-03-05 00:43:11,"Pritam Singh on #budgetdebate2015. For the full speech, go to http://t.co/TYvPflDSrt http://t.co/DxQIyfrDst",6,3,0,,budgetdebate2015,"[TextLink(text='wp.sg/2015/03/budget…', url='http://wp.sg/2015/03/budget-2015-speech-mp-pritam-singh/', tcourl='http://t.co/TYvPflDSrt', indices=(62, 84))]","[Photo(previewUrl='https://pbs.twimg.com/media/B_S1cDUUoAAblXB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/B_S1cDUUoAAblXB?format=jpg&name=orig', altText=None)]",,,,wp,en,"Pritam Singh on  For the full speech, go to  ",1,0,1,0,False,0.7642857142857142,12,0.0
1755,2015-03-03 14:12:01,"Sylvia Lim on #budgetdebate2015. For the full speech, go to http://t.co/fnOHcVpOSF http://t.co/lHqKIRAQi1",2,1,0,,budgetdebate2015,"[TextLink(text='wp.sg/2015/03/budget…', url='http://wp.sg/2015/03/budget-2015-speech-mp-sylvia-lim/', tcourl='http://t.co/fnOHcVpOSF', indices=(60, 82))]","[Photo(previewUrl='https://pbs.twimg.com/media/B_LbZXDVAAAMtux?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/B_LbZXDVAAAMtux?format=jpg&name=orig', altText=None)]",,,,wp,en,"Sylvia Lim on  For the full speech, go to  ",1,0,1,0,False,0.75,12,0.0
1756,2015-03-03 14:10:28,"Sylvia Lim on #budgetdebate2015. For the full speech, go to http://t.co/fnOHcVpOSF http://t.co/ryVUdF4IRP",3,1,0,,budgetdebate2015,"[TextLink(text='wp.sg/2015/03/budget…', url='http://wp.sg/2015/03/budget-2015-speech-mp-sylvia-lim/', tcourl='http://t.co/fnOHcVpOSF', indices=(60, 82))]","[Photo(previewUrl='https://pbs.twimg.com/media/B_LbCc8VEAABD3n?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/B_LbCc8VEAABD3n?format=jpg&name=orig', altText=None)]",,,,wp,en,"Sylvia Lim on  For the full speech, go to  ",1,0,1,0,False,0.75,12,0.0
1757,2015-03-03 14:07:05,"@ChenShowMao on #budgetdebate2015. For the full speech, go to http://t.co/RoU67XzenG http://t.co/36DSWvAqPb",1,0,0,"[User(username='ChenShowMao', id=288553242, displayname='Chen Show Mao', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",budgetdebate2015,"[TextLink(text='wp.sg/2015/03/budget…', url='http://wp.sg/2015/03/budget-2015-speech-mp-chen-show-mao/', tcourl='http://t.co/RoU67XzenG', indices=(62, 84))]","[Photo(previewUrl='https://pbs.twimg.com/media/B_LaQ5BVIAAFS7c?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/B_LaQ5BVIAAFS7c?format=jpg&name=orig', altText=None)]",,,,wp,en,"@ChenShowMao on  For the full speech, go to  ",1,0,1,0,False,0.7642857142857142,11,0.0
1758,2015-03-03 13:00:42,"@geraldgiam on #budgetdebate2015. For the full speech, go to http://t.co/cjYT4trFXi http://t.co/FnamobQEMy",1,1,0,"[User(username='geraldgiam', id=20289247, displayname='Gerald Giam', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",budgetdebate2015,"[TextLink(text='wp.sg/2015/03/budget…', url='http://wp.sg/2015/03/budget-speech-2015-ncmp-gerald-giam/', tcourl='http://t.co/cjYT4trFXi', indices=(61, 83))]","[Photo(previewUrl='https://pbs.twimg.com/media/B_LLEtEUsAAEL61?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/B_LLEtEUsAAEL61?format=jpg&name=orig', altText=None)]",,,,wp,en,"@geraldgiam on  For the full speech, go to  ",1,0,1,0,False,0.7571428571428571,11,0.0
1759,2015-03-02 04:12:47,"Good morning Nee Soon! Thanks for grabbing a copy of our Hammer Newsletter, hope you're all having a great week! #wp http://t.co/6qfIX201f3",6,3,0,,wp,,"[Photo(previewUrl='https://pbs.twimg.com/media/B_EIpWCUQAA9FsT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/B_EIpWCUQAA9FsT?format=jpg&name=orig', altText=None)]",,,,wp,en,"Good morning Nee Soon! Thanks for grabbing a copy of our Hammer Newsletter, hope you're all having a great week!  ",0,0,1,0,False,0.9928571428571429,22,0.9244
1760,2015-02-15 13:53:15,The Workers' Party wishes PM @leehsienloong a successful surgery and a speedy recovery.,9,6,0,"[User(username='leehsienloong', id=34568673, displayname='leehsienloong', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,,,wp,en,The Workers' Party wishes PM @leehsienloong a successful surgery and a speedy recovery.,0,0,0,0,False,0.6214285714285714,13,0.7964
1761,2015-02-15 08:41:44,Visited Bendemeer &amp; Whampoa markets this morn. Thank you to everyone who offered words of encouragement &amp; support! http://t.co/v6x7sZk1Ze,2,4,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/B932XavCUAIjVQl?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/B932XavCUAIjVQl?format=jpg&name=orig', altText=None)]",,,,wp,en,Visited Bendemeer & Whampoa markets this morn. Thank you to everyone who offered words of encouragement & support! ,0,0,1,0,False,0.9785714285714285,19,0.807
1762,2015-02-13 12:29:13,"For all speeches made by WP MPs, go to wp.sg #AHPETC",5,5,0,,ahpetc,,,,,,wp,en,"For all speeches made by WP MPs, go to wp.sg ",0,0,0,0,False,0.37142857142857144,11,0.4084
1763,2015-02-13 11:53:08,"The Sec of the TC, Mr Danny Loh and the GM, Ms How Weng Fan and are not involved in this process at all -Pritam Singh
http://t.co/zaqyV3v76t",1,1,0,,,"[TextLink(text='wp.sg/2015/02/debate…', url='http://wp.sg/2015/02/debate-on-the-auditor-generals-report-on-the-audit-of-ahpetc-mp-pritam-singh', tcourl='http://t.co/zaqyV3v76t', indices=(118, 140))]",,,,,wp,en,"The Sec of the TC, Mr Danny Loh and the GM, Ms How Weng Fan and are not involved in this process at all -Pritam Singh",1,0,0,0,False,0.9928571428571429,26,0.3182
